qst_deliver_message|Entregue Mensagem para {s13}
qst_deliver_message_text|{s9} lhe pediu pra levar uma mensagem para {s13}. {s13} estava em {s4} quando foi dada esta Busca a você.
qst_deliver_message_to_enemy_lord|Entregue Mensagem para {s13}
qst_deliver_message_to_enemy_lord_text|{s9} lhe pediu pra levar uma mensagem para {s13} de {s15}. {s13} estava em {s4} quando foi dada esta Busca a você.
qst_raise_troops|Juntar {reg1} {s14}
; qst_raise_troops_text|{s9} asked you to raise {reg1} {s14} and bring them to him.
qst_escort_lady|Escolte {s13} para {s14}
qst_deal_with_bandits_at_lords_village|Salve a Vila de {s15} dos Bandidos Pilhadores
qst_deal_with_bandits_at_lords_village_text|{s13} lhe pediu para lidar com os bandidos que se refugiaram em sua Vila de {s15} e então relatar de volta pra ele.
qst_collect_taxes|Colete Impostos de {s3}
qst_collect_taxes_text|{s9} lhe pediu pra coletar impostos de {s3}. Ele ofereceu te deixar um quinto de todo o dinheiro que você coletar lá. 
qst_hunt_down_fugitive|Persiga {s4}
qst_hunt_down_fugitive_text|{s9} lhe pediu pra perseguir o fugitivo chamado {s4}. Acredita-se que ele esteja em {s3}.
qst_kill_local_merchant|Assassinar Mercador Local em {s3}
qst_kill_local_merchant_text|{s9} lhe pediu pra assassinar um mercador local em {s3}.
qst_bring_back_runaway_serfs|Trazer de Volta Servos Fugitivos
qst_bring_back_runaway_serfs_text|{s9} lhe pediu pra tarzer de volta os três grupos de servos fugitivos de volta a {s2}. Ele disse que os três grupos devem estar fugindo em direção a {s3}.
qst_follow_spy|Siga o Espião até o Encontro
qst_follow_spy_text|{s11} lhe pediu pra seguir o espião que deixará {s12}. Você deve ser cuidadoso pra não ser visto pelo espião durante a viagem dele, senão ele ficará desconfiado e voltará. Uma vez que o espião se encontre com seu cúmplice, você os embosca e captura e os traz ambos de volta para {s11}.
qst_capture_enemy_hero|Capturar um Lorde de {s13}
qst_lend_companion|Emprestar seu Companheiro {s3} para {s9}
qst_lend_companion_text|{s9} lhe pediu que empreste seu Companheiro {s3} para ele por uma semana.
qst_collect_debt|Coletar o Débito que {s3} Tem com {S9}
qst_collect_debt_text|{s9} lhe pediu para coletar o Débito de {reg4} peningas que {s3} deve para ele.
qst_incriminate_loyal_commander|Incriminar o Comandante de {s13}, {s16}
qst_meet_spy_in_enemy_town|Encontrar-se com Espião em {s13}
qst_capture_prisoners|Trazer {reg1} Prisioneiros para {s3}
qst_capture_prisoners_text|{s9} lhe pediu para trazer {reg1} {s3} como prisioneiros.
qst_lend_surgeon|Emprestar Seu Cirurgião {s3} para {s1}
; qst_lend_surgeon_text|Lend your experienced surgeon {s3} to {s1}.
qst_follow_army|Seguir o Exército de {s9}
; qst_report_to_army|Report to {s13}, the Marshal
; qst_deliver_cattle_to_army|Deliver {reg3} Head of Cattle to {s13}
qst_join_siege_with_army|Juntar-se ao Cerco de {s14}
qst_screen_army|Observar o Avanço do Exército de {s13}
qst_scout_waypoints|Patrulhar {s13}, {s14} e {s15}
qst_rescue_lord_by_replace|Resgatar {s13} de {s14}
qst_deliver_message_to_prisoner_lord|Entregar Mensagem para {s13} em {s14}
qst_duel_for_lady|Desafiar {s13} para Um Duelo
qst_duel_courtship_rival|Desafiar {s13} para Um Duelo (opcional)
qst_duel_avenge_insult|Desafiar {s13} para Um Duelo
qst_move_cattle_herd|Mover o Rebanho para {s13}
; qst_move_cattle_herd_text|The mayor of {s10} asked you to move a cattle herd to {s13}.
qst_escort_merchant_caravan|Escoltar Caravana para {s8}
qst_escort_merchant_caravan_text|Escolte a Caravana para a cidade de {s8}.
qst_deliver_wine|Entregar {reg5} Unidades de {s6} para {s4}
qst_deliver_wine_text|{s9} de {s3} lhe pediu para enviar {reg5} unidades de {s6} para a taverna em {s4} dentro de 7 dias.
