hint_1|' Uma grande fome logo seguiu esses presságios; e logo depois disso, no mesmo ano, a destruição dos homens pagãos miseravelmente destruiu a Igreja de Deus em Lindisfarne.' Crônica Anglo-Saxônica
hint_2|'Da fúria dos homens do Norte, Ó Senhor livrai-nos.'
hint_3|' O laço deve ser desfeito, o lobo correr livre; coisas ocultas que sei; ainda para a frente  vejo o grande Julgo dos Poderes, os deuses da guerra ', Voluspa.
hint_4|' Uma era de machado, uma era de espada, escudos são afetados. Uma era de vento, uma era de lobo antes que o mundo vá de cabeça. Nenhum homem terá piedade do outro.', Voluspa.
hint_5|'Nunca mate mais de um homem no mesmo estoque,  e nunca quebre a paz que homens bons e verdadeiros fazer entre ti e outros., A Saga de Njal Queimado
hint_6|'As costas de alguém é vulnerável, a menos que um tenha um irmão.', A Saga de Grettir o Forte.
hint_7|'O vento é feroz esta noite / ele lança as crinas brancas do mar / eu não temo a corrente de um mar tranqüilo / pelos ferozes guerreiros de Lothlend.' (Poema anônimo Godelic).
hint_8|' Eu sou famoso pelo abate de guerreiros. Que os demônios tenham minha alma se eu não manchar minha afiada cimitarra uma vez mais!', Saga de Kormak
hint_9|'Eu encarrego a mim mesmo de ser todo o mais glorioso para aquele Tain', disse Cuchulain. 'Eu devo chacinar seus guerreiros. Eu devo quebrar seus grandes anfitriões. Vou devo ser sobrevivente do abate de gado.', Tain Bo Cuailnge
hint_10|' Assim falou minha mãe que, para mim, deveriam eles comprar uma barca e belos remos pra ir adiante com vikings. Ficar na popa, orientar uma cara embarcação, manter a rota para um porto, derrubar muitos homenimigos', Egil Skallagrimsson
hint_11|' Diga, Ó Fedelm, criada-profeta, como vês nosso anfitrião? ' Vermelho-carmesin do sangue eles estão; Eu os contemplo banhados em vermelho!', Tain Bo Cuailnge
hint_12|' Então jovens constroem o futuro, sabiamente de mãos abertas em paz, protegidos em guerra; Então guerreiros conquistam sua fama, e riqueza é moldada com uma espada.', Beowulf
