itm_no_item|ITEM INVÁLIDO
itm_no_item_pl|ITEM INVÁLIDO
itm_tutorial_spear|Lança
itm_tutorial_spear_pl|Lança
itm_tutorial_club|Clava
itm_tutorial_club_pl|Clava
itm_tutorial_battle_axe|Machado de Batalha Longo
itm_tutorial_battle_axe_pl|Machado de Batalha Longo
itm_tutorial_arrows|Flechas
itm_tutorial_arrows_pl|Flechas
itm_tutorial_bolts|Setas
itm_tutorial_bolts_pl|Setas
itm_tutorial_short_bow|Arco Longo
itm_tutorial_short_bow_pl|Arco Longo
itm_tutorial_crossbow|Besta
itm_tutorial_crossbow_pl|Besta
itm_tutorial_throwing_daggers|Dardos
itm_tutorial_throwing_daggers_pl|Dardos
itm_tutorial_saddle_horse|Pônei Selado
itm_tutorial_saddle_horse_pl|Pônei Selado
itm_tutorial_shield|Escudo Circular
itm_tutorial_shield_pl|Escudo Circular
itm_tutorial_staff_no_attack|Bastão
itm_tutorial_staff_no_attack_pl|Bastão
itm_tutorial_staff|Bastão
itm_tutorial_staff_pl|Bastão
itm_tutorial_sword|Espada Comum
itm_tutorial_sword_pl|Espada Comum
itm_tutorial_axe|Machado
itm_tutorial_axe_pl|Machado
itm_tutorial_dagger|Seax
itm_tutorial_dagger_pl|Seax
itm_horse_meat|Carne Equina
itm_horse_meat_pl|Carne Equina
itm_practice_sword|Espada Comum
itm_practice_sword_pl|Espada Comum
itm_heavy_practice_sword|Espada Campeã Gaélica
itm_heavy_practice_sword_pl|Espada Campeã Gaélica
itm_practice_dagger|Seax
itm_practice_dagger_pl|Seax
itm_practice_axe|Machado
itm_practice_axe_pl|Machado
itm_arena_axe|Machado Curto
itm_arena_axe_pl|Machado Curto
itm_arena_sword|Espada Comum
itm_arena_sword_pl|Espada Comum
itm_arena_sword_two_handed|Espada Campeã Gaélica
itm_arena_sword_two_handed_pl|Espada Campeã Gaélica
itm_arena_lance|Lança
itm_arena_lance_pl|Lança
itm_practice_staff|Bastão
itm_practice_staff_pl|Bastão
itm_practice_lance|Lança
itm_practice_lance_pl|Lança
itm_practice_shield|Escudo de Prática
itm_practice_shield_pl|Escudo de Prática
itm_practice_bow|Arco Longo
itm_practice_bow_pl|Arco Longo
itm_practice_crossbow|Funda
itm_practice_crossbow_pl|Funda
itm_practice_javelin|Dardos
itm_practice_javelin_pl|Dardos
itm_practice_javelin_melee|Dardos
itm_practice_javelin_melee_pl|Dardos
itm_practice_throwing_daggers|Dardos
itm_practice_throwing_daggers_pl|Dardos
itm_practice_throwing_daggers_100_amount|Dardos
itm_practice_throwing_daggers_100_amount_pl|Dardos
itm_practice_horse|Pônei Selado
itm_practice_horse_pl|Pônei Selado
itm_practice_arrows|Flechas
itm_practice_arrows_pl|Flechas
itm_practice_bolts|Pedras de Funda
itm_practice_bolts_pl|Pedras de Funda
itm_practice_arrows_10_amount|Flechas
itm_practice_arrows_10_amount_pl|Flechas
itm_practice_arrows_100_amount|Flechas
itm_practice_arrows_100_amount_pl|Flechas
itm_practice_bolts_9_amount|Setas de Prática
itm_practice_bolts_9_amount_pl|Setas de Prática
itm_practice_boots|Botas
itm_practice_boots_pl|Botas
itm_red_tourney_armor|Túnica Vermelha
itm_red_tourney_armor_pl|Túnica Vermelha
itm_blue_tourney_armor|Túnica Azul
itm_blue_tourney_armor_pl|Túnica Azul
itm_green_tourney_armor|Túnica Verde
itm_green_tourney_armor_pl|Túnica Verde
itm_gold_tourney_armor|Túnica Branca
itm_gold_tourney_armor_pl|Túnica Branca
itm_red_tourney_helmet|Touca
itm_red_tourney_helmet_pl|Touca
itm_blue_tourney_helmet|Touca
itm_blue_tourney_helmet_pl|Touca
itm_green_tourney_helmet|Touca
itm_green_tourney_helmet_pl|Touca
itm_gold_tourney_helmet|Touca
itm_gold_tourney_helmet_pl|Touca
itm_arena_shield_red|Escudo Circular Leve
itm_arena_shield_red_pl|Escudo Circular Leve
itm_arena_shield_blue|Escudo Circular Leve
itm_arena_shield_blue_pl|Escudo Circular Leve
itm_arena_shield_green|Escudo Circular Leve
itm_arena_shield_green_pl|Escudo Circular Leve
itm_arena_shield_yellow|Escudo Circular Leve
itm_arena_shield_yellow_pl|Escudo Circular Leve
itm_arena_armor_white|Túnica Branca
itm_arena_armor_white_pl|Túnica Branca
itm_arena_armor_red|Túnica Vermelha
itm_arena_armor_red_pl|Túnica Vermelha
itm_arena_armor_blue|Túnica Azul
itm_arena_armor_blue_pl|Túnica Azul
itm_arena_armor_green|Túnica Verde
itm_arena_armor_green_pl|Túnica Verde
itm_arena_armor_yellow|Túnica Amarela
itm_arena_armor_yellow_pl|Túnica Amarela
itm_arena_tunic_white|Túnica Branca
itm_arena_tunic_white_pl|Túnica Branca
itm_arena_tunic_red|Túnica Vermelha 
itm_arena_tunic_red_pl|Túnica Vermelha
itm_arena_tunic_blue|Túnica Azul
itm_arena_tunic_blue_pl|Túnica Azul
itm_arena_tunic_green|Túnica Verde
itm_arena_tunic_green_pl|Túnica Verde
itm_arena_tunic_yellow|Túnica Amarela
itm_arena_tunic_yellow_pl|Túnica Amarela
itm_arena_helmet_red|Elmo com Nasal
itm_arena_helmet_red_pl|Elmo com Nasal
itm_arena_helmet_blue|Elmo com Nasal
itm_arena_helmet_blue_pl|Elmo com Nasal
itm_arena_helmet_green|Elmo com Nasal
itm_arena_helmet_green_pl|Elmo com Nasal
itm_arena_helmet_yellow|Elmo com Nasal
itm_arena_helmet_yellow_pl|Elmo com Nasal
itm_steppe_helmet_white|Elmo com Nasal
itm_steppe_helmet_white_pl|Elmo com Nasal
itm_steppe_helmet_red|Elmo com Nasal
itm_steppe_helmet_red_pl|Elmo com Nasal
itm_steppe_helmet_blue|Elmo com Nasal
itm_steppe_helmet_blue_pl|Elmo com Nasal
itm_steppe_helmet_green|Elmo com Nasal
itm_steppe_helmet_green_pl|Elmo com Nasal
itm_steppe_helmet_yellow|Elmo com Nasal
itm_steppe_helmet_yellow_pl|Elmo com Nasal
itm_tourney_helm_white|Elmo com Nasal
itm_tourney_helm_white_pl|Elmo com Nasal
itm_tourney_helm_red|Elmo com Nasal
itm_tourney_helm_red_pl|Elmo com Nasal
itm_tourney_helm_blue|Elmo com Nasal
itm_tourney_helm_blue_pl|Elmo com Nasal
itm_tourney_helm_green|Elmo com Nasal
itm_tourney_helm_green_pl|Elmo com Nasal
itm_tourney_helm_yellow|Elmo com Nasal
itm_tourney_helm_yellow_pl|Elmo com Nasal
itm_arena_turban_red|Touca
itm_arena_turban_red_pl|Touca
itm_arena_turban_blue|Touca
itm_arena_turban_blue_pl|Touca
itm_arena_turban_green|Touca
itm_arena_turban_green_pl|Touca
itm_arena_turban_yellow|Touca
itm_arena_turban_yellow_pl|Touca
itm_book_tactics|História das Guerras do Peloponeso, de Thucydides
itm_book_tactics_pl|História das Guerras do Peloponeso, de Thucydides
itm_book_persuasion|Rethorica ad Herennium
itm_book_persuasion_pl|Rethorica ad Herennium
itm_book_leadership|A Vida de Alexandre O Grande
itm_book_leadership_pl|A Vida de Alexandre O Grande
itm_book_intelligence|Paedeia
itm_book_intelligence_pl|Paedeia
itm_book_trade|Oeconomica, de Aristotle
itm_book_trade_pl|Oeconomica, de Aristotle
itm_book_weapon_mastery|Constituição de Esparta, de Xenophon
itm_book_weapon_mastery_pl|Constituição de Esparta, de Xenophon
itm_book_engineering|De Architectura, de Vitrivius
itm_book_engineering_pl|De Architectura, de Vitrivius
itm_book_wound_treatment_reference|De Materia Medica, de Dioscorides
itm_book_wound_treatment_reference_pl|De Materia Medica, de Dioscorides
