hint_1|'Una grande carestia seguita da questi presagi; e subito dopo questo, nello stesso anno, lo scempio degli uomini pagani miseramente distrutto la chiesa di Dio a Lindisfarne.' Cronaca Anglo-Sassone
hint_2|'Dalla furia degli uomini del Nord, O Signore liberaci.'
hint_3|'Il legame sarà spezzato, Il lupo correrà libero; cosa nascoste che conosco; ancora avanti vedo il grande Destino dei Poteri, gli dei della guerra.', Voluspa.
hint_4|'Un'epoca di ascia, un'epoca di spade e scudi lacerati. Un'epoca di vento, un'epoca di lupi prima che il mondo vada a capofitto. Nessun uomo avrà pietà dell'altro.', Voluspa.
hint_5|'Mai uccidere più di un uomo nella stessa squadra, e mai rompere la pace che uomini giusti e sinceri fanno fra te e altri.', The Saga of Burnt Njal
hint_6|'Uno di schiena è vulnerabile, almeno che non si ha un fratello.', La saga di Grettir il Forte.
hint_7|'Il vento è forte stasera / Soffia sulla criniera bianca del mare / Io non temo il corso di un mare calmo / dai feroci guerrieri di Lothlend.' (Poema     Gaelico Anonimo).
hint_8|'Sono famoso per il massacro dei guerrieri. Possano i demoni avere la mia anima se non macchio la mia scimitarra affilata una volta finito!', Saga di Kormak 
hint_9|'Devo essere il più glorioso di tutti per quel Tain' , Disse Cuchulain. 'Devo uccidere i loro guerrieri. Devo abbattere i loro grandi padroni. Devo essere superstite dall'incursione del bestiame.' , Tain Bo Cuailnge
hint_10|' Così parlò mia madre che per me dovrebbe comprano un barque e remi beauteous andare indietro con i vichinghi. Stand a poppa, guidare una nave cara, tenere il corso per un rifugio, hew giù foemen molti ', Egil Skallagrimsson
hint_11|' Dimmi, O Fedelm, profeta-cameriera, come tu vedi il nostro ospite? ' Rosso cremisi dal sangue sono; Ecco li bagnata in rosso!', Tain Bo Cuailnge
hint_12|'Cosi i giovani costruiscono il futuro, Saggiamente a mani aperte in pace, protetti dalla guerra; cosi i guerrieri guadagnano la loro fama, e la ricchezza è condizionata con una spada.', Beowulf
